(1.000000, 0.000000, 0.000000)
(1.000000, 0.031373, 0.000000)
(1.000000, 0.062745, 0.000000)
(1.000000, 0.094118, 0.000000)
(1.000000, 0.125490, 0.000000)
(1.000000, 0.156863, 0.000000)
(1.000000, 0.188235, 0.000000)
(1.000000, 0.219608, 0.000000)
(1.000000, 0.250980, 0.000000)
(1.000000, 0.282353, 0.000000)
(1.000000, 0.313725, 0.000000)
(1.000000, 0.349020, 0.003922)
(1.000000, 0.380392, 0.003922)
(1.000000, 0.411765, 0.003922)
(1.000000, 0.443137, 0.003922)
(1.000000, 0.474510, 0.003922)
(1.000000, 0.505882, 0.003922)
(1.000000, 0.537255, 0.003922)
(1.000000, 0.568627, 0.003922)
(1.000000, 0.600000, 0.003922)
(1.000000, 0.631373, 0.003922)
(1.000000, 0.666667, 0.007843)
(1.000000, 0.698039, 0.007843)
(1.000000, 0.729412, 0.007843)
(1.000000, 0.760784, 0.007843)
(1.000000, 0.792157, 0.007843)
(1.000000, 0.823529, 0.007843)
(1.000000, 0.854902, 0.007843)
(1.000000, 0.886275, 0.007843)
(1.000000, 0.917647, 0.007843)
(1.000000, 0.949020, 0.007843)
(1.000000, 0.984314, 0.011765)
(0.968627, 0.952941, 0.031373)
(0.937255, 0.921569, 0.050980)
(0.901961, 0.886275, 0.074510)
(0.870588, 0.854902, 0.094118)
(0.835294, 0.823529, 0.117647)
(0.803922, 0.788235, 0.137255)
(0.772549, 0.756863, 0.160784)
(0.737255, 0.725490, 0.180392)
(0.705882, 0.690196, 0.200000)
(0.670588, 0.658824, 0.223529)
(0.639216, 0.623529, 0.243137)
(0.607843, 0.592157, 0.266667)
(0.572549, 0.560784, 0.286275)
(0.541176, 0.525490, 0.309804)
(0.509804, 0.494118, 0.329412)
(0.474510, 0.462745, 0.349020)
(0.443137, 0.427451, 0.372549)
(0.407843, 0.396078, 0.392157)
(0.376471, 0.364706, 0.415686)
(0.341176, 0.329412, 0.435294)
(0.309804, 0.298039, 0.458824)
(0.278431, 0.262745, 0.478431)
(0.243137, 0.231373, 0.498039)
(0.211765, 0.200000, 0.521569)
(0.180392, 0.164706, 0.541176)
(0.145098, 0.133333, 0.564706)
(0.113725, 0.101961, 0.584314)
(0.078431, 0.066667, 0.607843)
(0.047059, 0.035294, 0.627451)
(0.011765, 0.000000, 0.650980)
(0.058824, 0.047059, 0.666667)
(0.109804, 0.098039, 0.682353)
(0.156863, 0.149020, 0.701961)
(0.207843, 0.200000, 0.717647)
(0.258824, 0.247059, 0.737255)
(0.305882, 0.298039, 0.752941)
(0.356863, 0.349020, 0.772549)
(0.403922, 0.400000, 0.788235)
(0.454902, 0.447059, 0.807843)
(0.505882, 0.498039, 0.823529)
(0.552941, 0.549020, 0.839216)
(0.603922, 0.600000, 0.858824)
(0.650980, 0.647059, 0.874510)
(0.701961, 0.698039, 0.894118)
(0.752941, 0.749020, 0.909804)
(0.800000, 0.800000, 0.929412)
(0.850980, 0.847059, 0.945098)
(0.898039, 0.898039, 0.964706)
(0.949020, 0.949020, 0.980392)
(1.000000, 1.000000, 1.000000)
(0.964706, 0.980392, 0.964706)
(0.929412, 0.960784, 0.929412)
(0.890196, 0.937255, 0.890196)
(0.854902, 0.917647, 0.854902)
(0.815686, 0.894118, 0.815686)
(0.780392, 0.874510, 0.780392)
(0.745098, 0.850980, 0.745098)
(0.705882, 0.831373, 0.705882)
(0.670588, 0.807843, 0.670588)
(0.631373, 0.788235, 0.631373)
(0.596078, 0.764706, 0.596078)
(0.560784, 0.745098, 0.560784)
(0.521569, 0.721569, 0.521569)
(0.486275, 0.701961, 0.486275)
(0.447059, 0.678431, 0.447059)
(0.411765, 0.658824, 0.411765)
(0.376471, 0.635294, 0.376471)
(0.337255, 0.615686, 0.337255)
(0.301961, 0.592157, 0.301961)
(0.262745, 0.572549, 0.262745)
(0.227451, 0.549020, 0.227451)
(0.192157, 0.529412, 0.192157)
(0.152941, 0.505882, 0.152941)
(0.117647, 0.486275, 0.117647)
(0.078431, 0.462745, 0.078431)
(0.043137, 0.443137, 0.043137)
(0.003922, 0.419608, 0.003922)
(0.003922, 0.431373, 0.027451)
(0.003922, 0.447059, 0.054902)
(0.003922, 0.462745, 0.082353)
(0.003922, 0.478431, 0.109804)
(0.003922, 0.494118, 0.137255)
(0.003922, 0.509804, 0.164706)
(0.003922, 0.525490, 0.192157)
(0.003922, 0.541176, 0.215686)
(0.003922, 0.556863, 0.243137)
(0.007843, 0.568627, 0.270588)
(0.007843, 0.584314, 0.298039)
(0.007843, 0.600000, 0.325490)
(0.007843, 0.615686, 0.352941)
(0.007843, 0.631373, 0.380392)
(0.007843, 0.647059, 0.403922)
(0.007843, 0.662745, 0.431373)
(0.007843, 0.678431, 0.458824)
(0.007843, 0.694118, 0.486275)
(0.011765, 0.705882, 0.513725)
(0.011765, 0.721569, 0.541176)
(0.011765, 0.737255, 0.568627)
(0.011765, 0.752941, 0.596078)
(0.011765, 0.768627, 0.619608)
(0.011765, 0.784314, 0.647059)
(0.011765, 0.800000, 0.674510)
(0.011765, 0.815686, 0.701961)
(0.011765, 0.831373, 0.729412)
(0.015686, 0.843137, 0.756863)
(0.015686, 0.858824, 0.784314)
(0.015686, 0.874510, 0.807843)
(0.015686, 0.890196, 0.835294)
(0.015686, 0.905882, 0.862745)
(0.015686, 0.921569, 0.890196)
(0.015686, 0.937255, 0.917647)
(0.015686, 0.952941, 0.945098)
(0.015686, 0.968627, 0.972549)
(1.000000, 1.000000, 1.000000)
