(0.5647058823529412, 0.0, 0.6235294117647059)
(0.0, 1.0, 0.0)
(0.0, 0.9098039215686274, 0.0)
(0.0, 0.7843137254901961, 0.0)
(0.0, 0.6901960784313725, 0.0)
(0.0, 0.5647058823529412, 0.0)
(0.0, 0.4392156862745098, 0.0)
(0.4666666666666667, 0.592156862745098, 0.4666666666666667)
(0.592156862745098, 0.4666666666666667, 0.4666666666666667)
(0.5019607843137255, 0.0, 0.0)
(0.6274509803921569, 0.0, 0.0)
(0.7215686274509804, 0.0, 0.0)
(0.8470588235294118, 0.0, 0.0)
(0.9333333333333333, 0.0, 0.0)
(1.0, 0.0, 0.0)
