(0.000000, 0.000000, 0.000000)
(0.070588, 0.000000, 0.070588)
(0.160784, 0.000000, 0.160784)
(0.243137, 0.000000, 0.243137)
(0.325490, 0.000000, 0.325490)
(0.411765, 0.000000, 0.411765)
(0.498039, 0.000000, 0.498039)
(0.584314, 0.000000, 0.584314)
(0.666667, 0.000000, 0.666667)
(0.592157, 0.000000, 0.623529)
(0.517647, 0.000000, 0.584314)
(0.443137, 0.000000, 0.549020)
(0.372549, 0.000000, 0.509804)
(0.294118, 0.000000, 0.474510)
(0.223529, 0.000000, 0.435294)
(0.149020, 0.000000, 0.403922)
(0.070588, 0.000000, 0.360784)
(0.000000, 0.000000, 0.325490)
(0.000000, 0.070588, 0.360784)
(0.000000, 0.149020, 0.403922)
(0.000000, 0.223529, 0.435294)
(0.000000, 0.294118, 0.474510)
(0.000000, 0.372549, 0.505882)
(0.000000, 0.443137, 0.549020)
(0.000000, 0.517647, 0.584314)
(0.000000, 0.592157, 0.623529)
(0.000000, 0.666667, 0.666667)
(0.000000, 0.623529, 0.592157)
(0.000000, 0.584314, 0.517647)
(0.000000, 0.549020, 0.443137)
(0.000000, 0.505882, 0.372549)
(0.000000, 0.478431, 0.294118)
(0.000000, 0.435294, 0.223529)
(0.000000, 0.403922, 0.149020)
(0.000000, 0.360784, 0.070588)
(0.000000, 0.325490, 0.000000)
(0.070588, 0.360784, 0.000000)
(0.149020, 0.403922, 0.000000)
(0.223529, 0.435294, 0.000000)
(0.294118, 0.478431, 0.000000)
(0.372549, 0.505882, 0.000000)
(0.443137, 0.549020, 0.000000)
(0.517647, 0.584314, 0.000000)
(0.592157, 0.623529, 0.000000)
(0.666667, 0.666667, 0.000000)
(0.623529, 0.592157, 0.000000)
(0.584314, 0.517647, 0.000000)
(0.549020, 0.443137, 0.000000)
(0.505882, 0.372549, 0.000000)
(0.474510, 0.294118, 0.000000)
(0.435294, 0.223529, 0.000000)
(0.403922, 0.149020, 0.000000)
(0.360784, 0.070588, 0.000000)
(0.325490, 0.000000, 0.000000)
(0.423529, 0.000000, 0.000000)
(0.505882, 0.000000, 0.000000)
(0.572549, 0.000000, 0.000000)
(0.666667, 0.000000, 0.000000)
