(0.000000, 0.000000, 0.000000)
(0.023529, 0.023529, 0.023529)
(0.050980, 0.050980, 0.050980)
(0.078431, 0.078431, 0.078431)
(0.105882, 0.105882, 0.105882)
(0.133333, 0.133333, 0.133333)
(0.160784, 0.160784, 0.160784)
(0.188235, 0.188235, 0.188235)
(0.215686, 0.215686, 0.215686)
(0.243137, 0.243137, 0.243137)
(0.270588, 0.270588, 0.270588)
(0.298039, 0.298039, 0.298039)
(0.325490, 0.325490, 0.325490)
(0.352941, 0.352941, 0.352941)
(0.380392, 0.380392, 0.380392)
(0.407843, 0.407843, 0.407843)
(0.435294, 0.435294, 0.435294)
(0.462745, 0.462745, 0.462745)
(0.490196, 0.490196, 0.490196)
(0.517647, 0.517647, 0.517647)
(0.545098, 0.545098, 0.545098)
(0.572549, 0.572549, 0.572549)
(0.600000, 0.600000, 0.600000)
(0.627451, 0.627451, 0.627451)
(0.654902, 0.654902, 0.654902)
(0.682353, 0.682353, 0.682353)
(0.709804, 0.709804, 0.709804)
(0.737255, 0.737255, 0.737255)
(0.760784, 0.760784, 0.760784)
(0.784314, 0.784314, 0.784314)
(0.807843, 0.807843, 0.807843)
(0.831373, 0.831373, 0.831373)
(0.854902, 0.854902, 0.854902)
(0.878431, 0.878431, 0.878431)
(0.901961, 0.901961, 0.901961)
(0.925490, 0.925490, 0.925490)
(0.949020, 0.949020, 0.949020)
(0.972549, 0.972549, 0.972549)
(0.996078, 0.996078, 0.996078)
(0.439216, 0.439216, 0.439216)
(0.447059, 0.447059, 0.447059)
(0.454902, 0.454902, 0.454902)
(0.462745, 0.462745, 0.462745)
(0.470588, 0.470588, 0.470588)
(0.478431, 0.478431, 0.478431)
(0.486275, 0.486275, 0.486275)
(0.494118, 0.494118, 0.494118)
(0.501961, 0.501961, 0.501961)
(0.509804, 0.509804, 0.509804)
(0.517647, 0.517647, 0.517647)
(0.525490, 0.525490, 0.525490)
(0.533333, 0.533333, 0.533333)
(0.541176, 0.541176, 0.541176)
(0.549020, 0.549020, 0.549020)
(0.552941, 0.552941, 0.552941)
(0.556863, 0.556863, 0.556863)
(0.560784, 0.560784, 0.560784)
(0.564706, 0.564706, 0.564706)
(0.568627, 0.568627, 0.568627)
(0.572549, 0.572549, 0.572549)
(0.576471, 0.576471, 0.576471)
(0.580392, 0.580392, 0.580392)
(0.584314, 0.584314, 0.584314)
(0.588235, 0.588235, 0.588235)
(0.592157, 0.592157, 0.592157)
(0.596078, 0.596078, 0.596078)
(0.600000, 0.600000, 0.600000)
(0.603922, 0.603922, 0.603922)
(0.607843, 0.607843, 0.607843)
(0.611765, 0.611765, 0.611765)
(0.615686, 0.615686, 0.615686)
(0.619608, 0.619608, 0.619608)
(0.623529, 0.623529, 0.623529)
(0.627451, 0.627451, 0.627451)
(0.631373, 0.631373, 0.631373)
(0.635294, 0.635294, 0.635294)
(0.639216, 0.639216, 0.639216)
